Source.Name;Column1;Date;Averaging [min];Direction;Data type;Distance [AU];STEP;EPT;HET;Sigma;Relative error;Fraction of nan;Leave first HET channel out;Shift STEP data;Type of fit;Fit to;Window;Which fit;Min energy;Max energy;Gamma1 guess;Gamma2 guess;c1 guess;Alpha guess;Break guess [MeV];Cutoff point guess [MeV];Use random;Iterations
2021-03-05-1615-all-fit-variables_step-peak-best-l2-2min-sun.csv;0;5.3.2021;2min;sun;l2;0.58;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-03-05-1615-all-fit-variables_step-peak-best-l2-5min-sun.csv;0;5.3.2021;5min;sun;l2;0.58;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-03-05-1615-all-fit-variables_step_ept-peak-best-l2-1min-sun.csv;0;5.3.2021;1min;sun;l2;0.58;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-03-05-1615-all-fit-variables_step_ept-peak-best-l2-2min-sun.csv;0;5.3.2021;2min;sun;l2;0.58;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-03-05-1615-all-fit-variables_step_ept-peak-best-l2-5min-sun.csv;0;5.3.2021;5min;sun;l2;0.58;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_ept-peak-best-l2-1min-sun.csv;0;17.4.2021;1min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_ept-peak-best-l2-2min-sun.csv;0;17.4.2021;2min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.6 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_ept-peak-best-l2-5min-sun.csv;0;17.4.2021;5min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_ept-peak-single-l2-2min-sun.csv;0;17.4.2021;2min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.6 AU;single;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step-peak-best-l2-1min-sun.csv;0;17.4.2021;1min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step-peak-best-l2-2min-sun.csv;0;17.4.2021;2min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.6 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step-peak-best-l2-5min-sun.csv;0;17.4.2021;5min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step-peak-single-l2-1min-sun.csv;0;17.4.2021;1min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.6 AU;single;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step-peak-single-l2-5min-sun.csv;0;17.4.2021;5min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.6 AU;single;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step_ept-peak-best-l2-1min-sun.csv;0;17.4.2021;1min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step_ept-peak-best-l2-2min-sun.csv;0;17.4.2021;2min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.6 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step_ept-peak-best-l2-5min-sun.csv;0;17.4.2021;5min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step_ept_het-peak-best-l2-2min-sun.csv;0;17.4.2021;2min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept_het;peak;One slope D = 0.6 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-04-17-1617-all-fit-variables_step_ept_het-peak-best-l2-5min-sun.csv;0;17.4.2021;5min;sun;l2;0.84;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept_het;peak;One slope D = 0.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_ept-peak-best-l2-1min-sun.csv;0;7.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_ept-peak-best-l2-2min-sun.csv;0;7.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_ept-peak-best-l2-5min-sun.csv;0;7.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_ept_het-peak-best-l2-2min-sun.csv;0;7.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept_het;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_ept_het-peak-best-l2-5min-sun.csv;0;7.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept_het;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step-peak-best-l2-1min-sun.csv;0;7.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step-peak-best-l2-2min-sun.csv;0;7.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step-peak-best-l2-5min-sun.csv;0;7.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step-peak-single-l2-1min-sun.csv;0;7.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 1.6 AU;single;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step-peak-single-l2-2min-sun.csv;0;7.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 1.6 AU;single;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step_ept-peak-best-l2-1min-sun.csv;0;7.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step_ept-peak-best-l2-2min-sun.csv;0;7.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step_ept-peak-best-l2-5min-sun.csv;0;7.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step_ept_het-peak-best-l2-1min-sun.csv;0;7.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept_het;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-07-1852-all-fit-variables_step_ept_het-peak-best-l2-5min-sun.csv;0;7.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept_het;peak;One slope D = 1.6 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_ept-peak-best-l2-1min-sun.csv;0;9.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_ept-peak-best-l2-2min-sun.csv;0;9.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_ept-peak-best-l2-5min-sun.csv;0;9.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_ept_het-peak-best-l2-5min-sun.csv;0;9.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept_het;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step-peak-best-l2-1min-sun.csv;0;9.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step-peak-best-l2-2min-sun.csv;0;9.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step-peak-best-l2-5min-sun.csv;0;9.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step-peak-single-l2-1min-sun.csv;0;9.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;single;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step-peak-single-l2-2min-sun.csv;0;9.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;single;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step-peak-single-l2-5min-sun.csv;0;9.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;single;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step_ept-peak-best-l2-1min-sun.csv;0;9.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step_ept-peak-best-l2-2min-sun.csv;0;9.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step_ept-peak-best-l2-5min-sun.csv;0;9.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step_ept_het-peak-best-l2-1min-sun.csv;0;9.5.2021;1min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept_het;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step_ept_het-peak-best-l2-2min-sun.csv;0;9.5.2021;2min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept_het;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-09-1852-all-fit-variables_step_ept_het-peak-best-l2-5min-sun.csv;0;9.5.2021;5min;sun;l2;0.92;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept_het;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_ept-peak-best-l2-1min-sun.csv;0;22.5.2021;1min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_ept-peak-best-l2-2min-sun.csv;0;22.5.2021;2min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_ept-peak-best-l2-5min-sun.csv;0;22.5.2021;5min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_ept_het-peak-best-l2-5min-sun.csv;0;22.5.2021;5min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept_het;peak;One slope D = 0.95 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_step-peak-best-l2-1min-sun.csv;0;22.5.2021;1min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_step-peak-best-l2-2min-sun.csv;0;22.5.2021;2min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_step-peak-best-l2-5min-sun.csv;0;22.5.2021;5min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_step_ept-peak-best-l2-1min-sun.csv;0;22.5.2021;1min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.95 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_step_ept-peak-best-l2-2min-sun.csv;0;22.5.2021;2min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.95 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0124-all-fit-variables_step_ept-peak-best-l2-5min-sun.csv;0;22.5.2021;5min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.95 AU;best;0.01;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_ept-peak-best-l2-1min-sun.csv;0;22.5.2021;1min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_ept-peak-best-l2-2min-sun.csv;0;22.5.2021;2min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_ept-peak-best-l2-5min-sun.csv;0;22.5.2021;5min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;0.055;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_ept_het-peak-best-l2-1min-sun.csv;0;22.5.2021;1min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept_het;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_ept_het-peak-best-l2-2min-sun.csv;0;22.5.2021;2min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept_het;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_step-peak-best-l2-1min-sun.csv;0;22.5.2021;1min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_step-peak-best-l2-2min-sun.csv;0;22.5.2021;2min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_step-peak-best-l2-5min-sun.csv;0;22.5.2021;5min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_stepept-peak-best-l2-5min-sun.csv;0;22.5.2021;5min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;stepept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_step_ept-peak-best-l2-1min-sun.csv;0;22.5.2021;1min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_step_ept-peak-best-l2-2min-sun.csv;0;22.5.2021;2min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_step_ept-peak-best-l2-5min-sun.csv;0;22.5.2021;5min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_step_ept_het-peak-best-l2-1min-sun.csv;0;22.5.2021;1min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept_het;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0252-all-fit-variables_step_ept_het-peak-best-l2-2min-sun.csv;0;22.5.2021;2min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;step_ept_het;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;1;0.12;TRUE;20
2021-05-22-0648-all-fit-variables_ept-peak-best-l2-1min-sun.csv;0;22.5.2021;1min;sun;l2;0.95;TRUE;TRUE;TRUE;3;0.5;0.9;TRUE;;ept;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7,16;0.1;0.12;TRUE;20
